DATASET=TINY,TYPE=WITHOUT_FAULT_TOLERANCE,NODES=42,LINKS=63,REQUESTS=100
REQUEST PASSED, REQUESTS FAILED, AVERAGE REQUEST DELAY, AVERAGE REQUEST COST, AVERAGE FAILURE PROBABILITY, AVERAGE LENGTH OF PATHS, MEAN NODE [CPU, RAM], MEAN LINK BANDWIDTH
142,108,19.206408450704224,16.69929577464789,32.23329216715686%,8.084507042253522,[42.48, 56.48],143.93392857142857
REQUEST STATUS,REQUEST ID,PATH ID,FAILURE PROBABILITY,DELAY,COST,FUNCTIONS,PATH
APPROVED|,135|,R135P6|,27.277595628415305%|,17.400000000000002|,16.099999999999998|,['F4']|,[584, 109, 108, 107, 106, 105, 104, 564]|
APPROVED|,136|,R136P2|,22.53114754098361%|,16.77|,16.0|,['F5', 'F1']|,[580, 108, 49, 20, 21, 52, 53, 359]|
APPROVED|,137|,R137P2|,24.412816691505217%|,12.73|,11.5|,['F5']|,[188, 10, 30, 11, 32, 275]|
DENIED|,138|,NONE|,NONE%|,0|,0|,['F1', 'F2']|,src=344|,dest=304|
APPROVED|,139|,R139P3|,36.21626733921816%|,15.719999999999999|,13.5|,['F3', 'F1']|,[489, 85, 38, 39, 15, 3, 162]|
APPROVED|,140|,R140P1|,42.13805004314064%|,24.73|,21.7|,['F2', 'F1']|,[576, 107, 49, 20, 5, 4, 17, 44, 98, 539]|
APPROVED|,141|,R141P1|,16.040983606557372%|,10.499999999999996|,9.700000000000001|,['F4', 'F5']|,[364, 54, 22, 21, 234]|
APPROVED|,142|,R142P18|,37.0175644028103%|,18.650000000000002|,23.0|,['F4', 'F3']|,[398, 62, 63, 27, 28, 29, 30, 70, 150, 71, 432]|
DENIED|,143|,NONE|,NONE%|,0|,0|,['F3']|,src=155|,dest=577|
DENIED|,144|,NONE|,NONE%|,0|,0|,['F1', 'F2', 'F3', 'F4']|,src=475|,dest=418|
APPROVED|,145|,R145P1|,12.913348946135832%|,9.1|,7.5|,['F4', 'F1', 'F3', 'F2']|,[339, 48, 106, 572]|
APPROVED|,146|,R146P1|,27.159463487332342%|,12.92|,12.0|,['F3']|,[571, 106, 48, 47, 46, 333]|
APPROVED|,147|,R147P2|,31.50521609538003%|,13.100000000000001|,12.800000000000002|,['F2', 'F3', 'F5']|,[229, 20, 50, 51, 112, 598]|
DENIED|,148|,NONE|,NONE%|,0|,0|,['F4', 'F2', 'F3', 'F5', 'F1']|,src=252|,dest=580|
APPROVED|,149|,R149P2|,28.603404791929385%|,14.169999999999998|,13.8|,['F2', 'F5']|,[320, 43, 42, 16, 15, 39, 303]|
DENIED|,150|,NONE|,NONE%|,0|,0|,['F1', 'F3']|,src=156|,dest=525|
APPROVED|,151|,R151P3|,38.7431693989071%|,20.76|,15.9|,['F1', 'F2', 'F4']|,[568, 105, 104, 47, 46, 45, 99, 545]|
DENIED|,152|,NONE|,NONE%|,0|,0|,['F3', 'F4', 'F1']|,src=277|,dest=341|
DENIED|,153|,NONE|,NONE%|,0|,0|,['F3', 'F4']|,src=590|,dest=294|
DENIED|,154|,NONE|,NONE%|,0|,0|,['F4', 'F5', 'F2', 'F3', 'F1']|,src=217|,dest=257|
DENIED|,155|,NONE|,NONE%|,0|,0|,['F2', 'F1', 'F5', 'F3', 'F4']|,src=427|,dest=230|
APPROVED|,156|,R156P1|,29.98360655737706%|,16.59|,11.900000000000002|,['F3', 'F2', 'F5', 'F4']|,[166, 4, 5, 6, 22, 237]|
APPROVED|,157|,R157P2|,27.81778058007567%|,17.11|,14.0|,['F1']|,[202, 13, 14, 38, 39, 87, 497]|
APPROVED|,158|,R158P1|,28.241430700447093%|,12.34|,11.4|,['F1', 'F5', 'F4']|,[218, 17, 18, 46, 101, 554]|
APPROVED|,159|,R159P1|,24.175774134790526%|,10.439999999999998|,9.5|,['F5', 'F2', 'F3', 'F4', 'F1']|,[211, 16, 15, 40, 310]|
DENIED|,160|,NONE|,NONE%|,0|,0|,['F5', 'F4', 'F2', 'F1']|,src=290|,dest=362|
DENIED|,161|,NONE|,NONE%|,0|,0|,['F1', 'F2', 'F5', 'F4', 'F3']|,src=361|,dest=159|
DENIED|,162|,NONE|,NONE%|,0|,0|,['F5', 'F1', 'F4', 'F2']|,src=506|,dest=598|
APPROVED|,163|,R163P3|,32.09617486338798%|,23.12|,15.8|,['F3', 'F4', 'F5', 'F2', 'F1']|,[493, 86, 38, 37, 36, 81, 80, 470]|
DENIED|,164|,NONE|,NONE%|,0|,0|,['F5', 'F1', 'F2', 'F3', 'F4']|,src=412|,dest=333|
APPROVED|,165|,R165P1|,22.61102831594635%|,14.43|,12.9|,['F5']|,[153, 1, 11, 32, 74, 443]|
APPROVED|,166|,R166P2|,34.91176470588236%|,24.539999999999996|,19.3|,['F2']|,[297, 37, 14, 2, 1, 10, 29, 28, 262]|
APPROVED|,167|,R167P3|,36.05107187894073%|,15.969999999999999|,13.499999999999998|,['F1', 'F3']|,[510, 90, 91, 41, 16, 17, 218]|
DENIED|,168|,NONE|,NONE%|,0|,0|,['F1', 'F5', 'F4', 'F3']|,src=396|,dest=596|
DENIED|,169|,NONE|,NONE%|,0|,0|,['F2', 'F3', 'F5']|,src=402|,dest=487|
DENIED|,170|,NONE|,NONE%|,0|,0|,['F4', 'F2']|,src=342|,dest=155|
APPROVED|,171|,R171P1|,39.99562841530055%|,14.68|,16.2|,['F1']|,[397, 62, 26, 8, 9, 10, 1, 152]|
DENIED|,172|,NONE|,NONE%|,0|,0|,['F1', 'F2', 'F4', 'F5', 'F3']|,src=571|,dest=501|
DENIED|,173|,NONE|,NONE%|,0|,0|,['F1', 'F2', 'F4', 'F5']|,src=261|,dest=600|
APPROVED|,174|,R174P4|,30.302314368370297%|,24.880000000000003|,18.0|,['F3', 'F1', 'F5', 'F4', 'F2']|,[499, 88, 39, 38, 37, 36, 81, 80, 467]|
APPROVED|,175|,R175P1|,28.915052160953802%|,13.88|,12.7|,['F4', 'F2', 'F1']|,[525, 94, 42, 43, 44, 323]|
